backer_info,backer_id,cf_id,name,email
"{""backer_id"": ""ja995"", ""cf_id"": 563, ""name"": ""Jerrica Avila"", ""email"": ""javila@protonmail.com""}",ja995,563,Jerrica Avila,javila@protonmail.com
"{""backer_id"": ""ga249"", ""cf_id"": 563, ""name"": ""Gianni Achterberg"", ""email"": ""gachterberg@live.com""}",ga249,563,Gianni Achterberg,gachterberg@live.com
"{""backer_id"": ""td403"", ""cf_id"": 65, ""name"": ""Timoteo Dion"", ""email"": ""tdion@gmail.com""}",td403,65,Timoteo Dion,tdion@gmail.com
"{""backer_id"": ""tv463"", ""cf_id"": 1572, ""name"": ""Teodoro Verno"", ""email"": ""tverno@yandex.com""}",tv463,1572,Teodoro Verno,tverno@yandex.com
"{""backer_id"": ""mw606"", ""cf_id"": 65, ""name"": ""Morris Waller"", ""email"": ""mwaller@protonmail.com""}",mw606,65,Morris Waller,mwaller@protonmail.com
"{""backer_id"": ""hc648"", ""cf_id"": 65, ""name"": ""Hans Chen"", ""email"": ""hchen@yandex.com""}",hc648,65,Hans Chen,hchen@yandex.com
"{""backer_id"": ""ta379"", ""cf_id"": 563, ""name"": ""Trilby Auer"", ""email"": ""tauer@yahoo.com""}",ta379,563,Trilby Auer,tauer@yahoo.com
"{""backer_id"": ""tj583"", ""cf_id"": 1572, ""name"": ""Theola Jodoin"", ""email"": ""tjodoin@yandex.com""}",tj583,1572,Theola Jodoin,tjodoin@yandex.com
"{""backer_id"": ""tc559"", ""cf_id"": 65, ""name"": ""Tova Capri"", ""email"": ""tcapri@live.com""}",tc559,65,Tova Capri,tcapri@live.com
"{""backer_id"": ""ww629"", ""cf_id"": 65, ""name"": ""Wanda Walton"", ""email"": ""wwalton@protonmail.com""}",ww629,65,Wanda Walton,wwalton@protonmail.com
"{""backer_id"": ""jg155"", ""cf_id"": 1572, ""name"": ""Justine Gill"", ""email"": ""jgill@yahoo.com""}",jg155,1572,Justine Gill,jgill@yahoo.com
"{""backer_id"": ""jd328"", ""cf_id"": 1911, ""name"": ""Julee Doyle"", ""email"": ""jdoyle@gmail.com""}",jd328,1911,Julee Doyle,jdoyle@gmail.com
"{""backer_id"": ""ld239"", ""cf_id"": 65, ""name"": ""Lisbeth Deliso"", ""email"": ""ldeliso@gmail.com""}",ld239,65,Lisbeth Deliso,ldeliso@gmail.com
"{""backer_id"": ""cv918"", ""cf_id"": 968, ""name"": ""Carl Valdez"", ""email"": ""cvaldez@gmail.com""}",cv918,968,Carl Valdez,cvaldez@gmail.com
"{""backer_id"": ""kb145"", ""cf_id"": 563, ""name"": ""Kelyan Butler"", ""email"": ""kbutler@yahoo.com""}",kb145,563,Kelyan Butler,kbutler@yahoo.com
"{""backer_id"": ""dw578"", ""cf_id"": 65, ""name"": ""Donat Weber"", ""email"": ""dweber@live.com""}",dw578,65,Donat Weber,dweber@live.com
"{""backer_id"": ""ad511"", ""cf_id"": 65, ""name"": ""Alethia Delorme"", ""email"": ""adelorme@outlook.com""}",ad511,65,Alethia Delorme,adelorme@outlook.com
"{""backer_id"": ""db633"", ""cf_id"": 65, ""name"": ""Darrell Bernardi"", ""email"": ""dbernardi@yandex.com""}",db633,65,Darrell Bernardi,dbernardi@yandex.com
"{""backer_id"": ""cr369"", ""cf_id"": 65, ""name"": ""Carina Reeves"", ""email"": ""creeves@gmail.com""}",cr369,65,Carina Reeves,creeves@gmail.com
"{""backer_id"": ""mr978"", ""cf_id"": 65, ""name"": ""Marvin Ruiz"", ""email"": ""mruiz@outlook.com""}",mr978,65,Marvin Ruiz,mruiz@outlook.com
"{""backer_id"": ""md167"", ""cf_id"": 1572, ""name"": ""Mariabella Duerr"", ""email"": ""mduerr@live.com""}",md167,1572,Mariabella Duerr,mduerr@live.com
"{""backer_id"": ""jr877"", ""cf_id"": 1572, ""name"": ""Jeni Ricco"", ""email"": ""jricco@live.com""}",jr877,1572,Jeni Ricco,jricco@live.com
"{""backer_id"": ""om753"", ""cf_id"": 65, ""name"": ""Otto Munoz"", ""email"": ""omunoz@yahoo.com""}",om753,65,Otto Munoz,omunoz@yahoo.com
"{""backer_id"": ""ng231"", ""cf_id"": 1114, ""name"": ""Nesrine Gensch"", ""email"": ""ngensch@yandex.com""}",ng231,1114,Nesrine Gensch,ngensch@yandex.com
"{""backer_id"": ""tl316"", ""cf_id"": 65, ""name"": ""Tullio Lejeune"", ""email"": ""tlejeune@outlook.com""}",tl316,65,Tullio Lejeune,tlejeune@outlook.com
"{""backer_id"": ""dl139"", ""cf_id"": 563, ""name"": ""Dreama Lonardo"", ""email"": ""dlonardo@live.com""}",dl139,563,Dreama Lonardo,dlonardo@live.com
"{""backer_id"": ""mw253"", ""cf_id"": 968, ""name"": ""Maryrose West"", ""email"": ""mwest@live.com""}",mw253,968,Maryrose West,mwest@live.com
"{""backer_id"": ""im424"", ""cf_id"": 65, ""name"": ""Irina Mays"", ""email"": ""imays@yandex.com""}",im424,65,Irina Mays,imays@yandex.com
"{""backer_id"": ""mb131"", ""cf_id"": 968, ""name"": ""Marcelo Brose"", ""email"": ""mbrose@protonmail.com""}",mb131,968,Marcelo Brose,mbrose@protonmail.com
"{""backer_id"": ""nc240"", ""cf_id"": 1572, ""name"": ""Nestor Coutant"", ""email"": ""ncoutant@gmail.com""}",nc240,1572,Nestor Coutant,ncoutant@gmail.com
"{""backer_id"": ""ab318"", ""cf_id"": 1572, ""name"": ""Aloysius Braun"", ""email"": ""abraun@live.com""}",ab318,1572,Aloysius Braun,abraun@live.com
"{""backer_id"": ""af301"", ""cf_id"": 65, ""name"": ""Amos Ferre"", ""email"": ""aferre@gmail.com""}",af301,65,Amos Ferre,aferre@gmail.com
"{""backer_id"": ""bl736"", ""cf_id"": 563, ""name"": ""Brigitte Lynch"", ""email"": ""blynch@outlook.com""}",bl736,563,Brigitte Lynch,blynch@outlook.com
"{""backer_id"": ""ar957"", ""cf_id"": 65, ""name"": ""Alegra Ramsey"", ""email"": ""aramsey@yahoo.com""}",ar957,65,Alegra Ramsey,aramsey@yahoo.com
"{""backer_id"": ""cb474"", ""cf_id"": 968, ""name"": ""Conchita Beitel"", ""email"": ""cbeitel@gmail.com""}",cb474,968,Conchita Beitel,cbeitel@gmail.com
"{""backer_id"": ""dv246"", ""cf_id"": 1572, ""name"": ""Donnie Vernet"", ""email"": ""dvernet@protonmail.com""}",dv246,1572,Donnie Vernet,dvernet@protonmail.com
"{""backer_id"": ""cj111"", ""cf_id"": 563, ""name"": ""Cyril Jones"", ""email"": ""cjones@protonmail.com""}",cj111,563,Cyril Jones,cjones@protonmail.com
"{""backer_id"": ""lh765"", ""cf_id"": 563, ""name"": ""Lucinda Hays"", ""email"": ""lhays@outlook.com""}",lh765,563,Lucinda Hays,lhays@outlook.com
"{""backer_id"": ""wh697"", ""cf_id"": 65, ""name"": ""Walter Hermann"", ""email"": ""whermann@outlook.com""}",wh697,65,Walter Hermann,whermann@outlook.com
"{""backer_id"": ""eb714"", ""cf_id"": 65, ""name"": ""Emil Blanc"", ""email"": ""eblanc@protonmail.com""}",eb714,65,Emil Blanc,eblanc@protonmail.com
"{""backer_id"": ""ec356"", ""cf_id"": 1572, ""name"": ""Eldwin Cesare"", ""email"": ""ecesare@protonmail.com""}",ec356,1572,Eldwin Cesare,ecesare@protonmail.com
"{""backer_id"": ""yh129"", ""cf_id"": 65, ""name"": ""Yusuf Hudson"", ""email"": ""yhudson@protonmail.com""}",yh129,65,Yusuf Hudson,yhudson@protonmail.com
"{""backer_id"": ""as494"", ""cf_id"": 65, ""name"": ""Arrigo Salazar"", ""email"": ""asalazar@gmail.com""}",as494,65,Arrigo Salazar,asalazar@gmail.com
"{""backer_id"": ""lb146"", ""cf_id"": 563, ""name"": ""Levi Beck"", ""email"": ""lbeck@gmail.com""}",lb146,563,Levi Beck,lbeck@gmail.com
"{""backer_id"": ""cc470"", ""cf_id"": 563, ""name"": ""Celinda Caillet"", ""email"": ""ccaillet@yandex.com""}",cc470,563,Celinda Caillet,ccaillet@yandex.com
"{""backer_id"": ""mm239"", ""cf_id"": 563, ""name"": ""Marcus Medici"", ""email"": ""mmedici@gmail.com""}",mm239,563,Marcus Medici,mmedici@gmail.com
"{""backer_id"": ""dg360"", ""cf_id"": 65, ""name"": ""Daysi Gamble"", ""email"": ""dgamble@yahoo.com""}",dg360,65,Daysi Gamble,dgamble@yahoo.com
"{""backer_id"": ""rh399"", ""cf_id"": 1572, ""name"": ""Rory Hildebrand"", ""email"": ""rhildebrand@yahoo.com""}",rh399,1572,Rory Hildebrand,rhildebrand@yahoo.com
"{""backer_id"": ""hr430"", ""cf_id"": 65, ""name"": ""Heini Raffin"", ""email"": ""hraffin@yahoo.com""}",hr430,65,Heini Raffin,hraffin@yahoo.com
"{""backer_id"": ""ar829"", ""cf_id"": 65, ""name"": ""Anna Randall"", ""email"": ""arandall@outlook.com""}",ar829,65,Anna Randall,arandall@outlook.com
"{""backer_id"": ""sw301"", ""cf_id"": 65, ""name"": ""Sharmaine Weber"", ""email"": ""sweber@yahoo.com""}",sw301,65,Sharmaine Weber,sweber@yahoo.com
"{""backer_id"": ""rr355"", ""cf_id"": 65, ""name"": ""Ranee Renault"", ""email"": ""rrenault@outlook.com""}",rr355,65,Ranee Renault,rrenault@outlook.com
"{""backer_id"": ""zc515"", ""cf_id"": 1572, ""name"": ""Zak Cianciola"", ""email"": ""zcianciola@yahoo.com""}",zc515,1572,Zak Cianciola,zcianciola@yahoo.com
"{""backer_id"": ""gp101"", ""cf_id"": 65, ""name"": ""Granville Potts"", ""email"": ""gpotts@gmail.com""}",gp101,65,Granville Potts,gpotts@gmail.com
"{""backer_id"": ""bm741"", ""cf_id"": 65, ""name"": ""Bo Marsh"", ""email"": ""bmarsh@live.com""}",bm741,65,Bo Marsh,bmarsh@live.com
"{""backer_id"": ""jd148"", ""cf_id"": 65, ""name"": ""Jay Duerr"", ""email"": ""jduerr@yahoo.com""}",jd148,65,Jay Duerr,jduerr@yahoo.com
"{""backer_id"": ""mm632"", ""cf_id"": 65, ""name"": ""Milla Morin"", ""email"": ""mmorin@yahoo.com""}",mm632,65,Milla Morin,mmorin@yahoo.com
"{""backer_id"": ""ls884"", ""cf_id"": 65, ""name"": ""Leanne Savage"", ""email"": ""lsavage@gmail.com""}",ls884,65,Leanne Savage,lsavage@gmail.com
"{""backer_id"": ""sp364"", ""cf_id"": 968, ""name"": ""Silvana Patton"", ""email"": ""spatton@live.com""}",sp364,968,Silvana Patton,spatton@live.com
"{""backer_id"": ""hh963"", ""cf_id"": 65, ""name"": ""Harvey Hoch"", ""email"": ""hhoch@outlook.com""}",hh963,65,Harvey Hoch,hhoch@outlook.com
"{""backer_id"": ""sb272"", ""cf_id"": 65, ""name"": ""Seth Berthier"", ""email"": ""sberthier@protonmail.com""}",sb272,65,Seth Berthier,sberthier@protonmail.com
"{""backer_id"": ""et566"", ""cf_id"": 1114, ""name"": ""Eugen Trani"", ""email"": ""etrani@protonmail.com""}",et566,1114,Eugen Trani,etrani@protonmail.com
"{""backer_id"": ""sd421"", ""cf_id"": 1572, ""name"": ""Santina Dieter"", ""email"": ""sdieter@yahoo.com""}",sd421,1572,Santina Dieter,sdieter@yahoo.com
"{""backer_id"": ""tg563"", ""cf_id"": 65, ""name"": ""Trinh Gregoire"", ""email"": ""tgregoire@live.com""}",tg563,65,Trinh Gregoire,tgregoire@live.com
"{""backer_id"": ""kc571"", ""cf_id"": 968, ""name"": ""Karin Celano"", ""email"": ""kcelano@yandex.com""}",kc571,968,Karin Celano,kcelano@yandex.com
"{""backer_id"": ""sd121"", ""cf_id"": 1114, ""name"": ""Sofia Decker"", ""email"": ""sdecker@yahoo.com""}",sd121,1114,Sofia Decker,sdecker@yahoo.com
"{""backer_id"": ""sk744"", ""cf_id"": 65, ""name"": ""Sherise Keller"", ""email"": ""skeller@outlook.com""}",sk744,65,Sherise Keller,skeller@outlook.com
"{""backer_id"": ""km642"", ""cf_id"": 65, ""name"": ""Kirby Michel"", ""email"": ""kmichel@gmail.com""}",km642,65,Kirby Michel,kmichel@gmail.com
"{""backer_id"": ""fu320"", ""cf_id"": 65, ""name"": ""Florentine Ungaro"", ""email"": ""fungaro@yandex.com""}",fu320,65,Florentine Ungaro,fungaro@yandex.com
"{""backer_id"": ""ld180"", ""cf_id"": 1911, ""name"": ""Louise Dejesus"", ""email"": ""ldejesus@yandex.com""}",ld180,1911,Louise Dejesus,ldejesus@yandex.com
"{""backer_id"": ""ds377"", ""cf_id"": 65, ""name"": ""Daniele Suarez"", ""email"": ""dsuarez@yahoo.com""}",ds377,65,Daniele Suarez,dsuarez@yahoo.com
"{""backer_id"": ""bb692"", ""cf_id"": 65, ""name"": ""Beckie Buchholz"", ""email"": ""bbuchholz@live.com""}",bb692,65,Beckie Buchholz,bbuchholz@live.com
"{""backer_id"": ""wd557"", ""cf_id"": 563, ""name"": ""William Dickson"", ""email"": ""wdickson@yandex.com""}",wd557,563,William Dickson,wdickson@yandex.com
"{""backer_id"": ""jd905"", ""cf_id"": 65, ""name"": ""Jolie Daugherty"", ""email"": ""jdaugherty@gmail.com""}",jd905,65,Jolie Daugherty,jdaugherty@gmail.com
"{""backer_id"": ""dd770"", ""cf_id"": 65, ""name"": ""Detta Dressler"", ""email"": ""ddressler@yahoo.com""}",dd770,65,Detta Dressler,ddressler@yahoo.com
"{""backer_id"": ""cv698"", ""cf_id"": 238, ""name"": ""Clifton Villette"", ""email"": ""cvillette@outlook.com""}",cv698,238,Clifton Villette,cvillette@outlook.com
"{""backer_id"": ""cn307"", ""cf_id"": 968, ""name"": ""Cythia Netti"", ""email"": ""cnetti@outlook.com""}",cn307,968,Cythia Netti,cnetti@outlook.com
"{""backer_id"": ""eb198"", ""cf_id"": 1572, ""name"": ""Elsbeth Butler"", ""email"": ""ebutler@yahoo.com""}",eb198,1572,Elsbeth Butler,ebutler@yahoo.com
"{""backer_id"": ""am869"", ""cf_id"": 65, ""name"": ""Ambrine Mann"", ""email"": ""amann@yahoo.com""}",am869,65,Ambrine Mann,amann@yahoo.com
"{""backer_id"": ""gr400"", ""cf_id"": 1911, ""name"": ""Gerald Robert"", ""email"": ""grobert@protonmail.com""}",gr400,1911,Gerald Robert,grobert@protonmail.com
"{""backer_id"": ""az657"", ""cf_id"": 563, ""name"": ""Assunta Zezza"", ""email"": ""azezza@live.com""}",az657,563,Assunta Zezza,azezza@live.com
"{""backer_id"": ""kc598"", ""cf_id"": 1572, ""name"": ""Kerstin Campbell"", ""email"": ""kcampbell@protonmail.com""}",kc598,1572,Kerstin Campbell,kcampbell@protonmail.com
"{""backer_id"": ""lb588"", ""cf_id"": 65, ""name"": ""Lino Brock"", ""email"": ""lbrock@outlook.com""}",lb588,65,Lino Brock,lbrock@outlook.com
"{""backer_id"": ""rl866"", ""cf_id"": 65, ""name"": ""Rubie Levasseur"", ""email"": ""rlevasseur@gmail.com""}",rl866,65,Rubie Levasseur,rlevasseur@gmail.com
"{""backer_id"": ""jf340"", ""cf_id"": 65, ""name"": ""Johann Flowers"", ""email"": ""jflowers@live.com""}",jf340,65,Johann Flowers,jflowers@live.com
"{""backer_id"": ""tb384"", ""cf_id"": 1572, ""name"": ""Thibaud Bullock"", ""email"": ""tbullock@yahoo.com""}",tb384,1572,Thibaud Bullock,tbullock@yahoo.com
"{""backer_id"": ""dg290"", ""cf_id"": 65, ""name"": ""Dan Gallois"", ""email"": ""dgallois@outlook.com""}",dg290,65,Dan Gallois,dgallois@outlook.com
"{""backer_id"": ""rr518"", ""cf_id"": 65, ""name"": ""Rolf Richards"", ""email"": ""rrichards@live.com""}",rr518,65,Rolf Richards,rrichards@live.com
"{""backer_id"": ""sh779"", ""cf_id"": 968, ""name"": ""Selyan Hoffman"", ""email"": ""shoffman@outlook.com""}",sh779,968,Selyan Hoffman,shoffman@outlook.com
"{""backer_id"": ""lw525"", ""cf_id"": 65, ""name"": ""Lucca Weber"", ""email"": ""lweber@live.com""}",lw525,65,Lucca Weber,lweber@live.com
"{""backer_id"": ""sl474"", ""cf_id"": 563, ""name"": ""Sydney Louvet"", ""email"": ""slouvet@gmail.com""}",sl474,563,Sydney Louvet,slouvet@gmail.com
"{""backer_id"": ""dp154"", ""cf_id"": 65, ""name"": ""Dusty Paola"", ""email"": ""dpaola@outlook.com""}",dp154,65,Dusty Paola,dpaola@outlook.com
"{""backer_id"": ""id770"", ""cf_id"": 238, ""name"": ""Ilario Dressler"", ""email"": ""idressler@protonmail.com""}",id770,238,Ilario Dressler,idressler@protonmail.com
"{""backer_id"": ""ek669"", ""cf_id"": 65, ""name"": ""Emile Khan"", ""email"": ""ekhan@outlook.com""}",ek669,65,Emile Khan,ekhan@outlook.com
"{""backer_id"": ""eb945"", ""cf_id"": 65, ""name"": ""Elliot Bonomo"", ""email"": ""ebonomo@yandex.com""}",eb945,65,Elliot Bonomo,ebonomo@yandex.com
"{""backer_id"": ""ag917"", ""cf_id"": 1114, ""name"": ""Arvin Golden"", ""email"": ""agolden@yandex.com""}",ag917,1114,Arvin Golden,agolden@yandex.com
"{""backer_id"": ""ac437"", ""cf_id"": 563, ""name"": ""Ampelio Cabrera"", ""email"": ""acabrera@live.com""}",ac437,563,Ampelio Cabrera,acabrera@live.com
"{""backer_id"": ""sf583"", ""cf_id"": 1572, ""name"": ""Somer Fuhrmann"", ""email"": ""sfuhrmann@yahoo.com""}",sf583,1572,Somer Fuhrmann,sfuhrmann@yahoo.com
"{""backer_id"": ""sa973"", ""cf_id"": 65, ""name"": ""Shanti Allard"", ""email"": ""sallard@yandex.com""}",sa973,65,Shanti Allard,sallard@yandex.com
"{""backer_id"": ""kc836"", ""cf_id"": 65, ""name"": ""Konstanze Caroselli"", ""email"": ""kcaroselli@yandex.com""}",kc836,65,Konstanze Caroselli,kcaroselli@yandex.com
"{""backer_id"": ""bt844"", ""cf_id"": 65, ""name"": ""Bellarmine Taylor"", ""email"": ""btaylor@outlook.com""}",bt844,65,Bellarmine Taylor,btaylor@outlook.com
"{""backer_id"": ""mf392"", ""cf_id"": 65, ""name"": ""Matthew Fischer"", ""email"": ""mfischer@live.com""}",mf392,65,Matthew Fischer,mfischer@live.com
"{""backer_id"": ""dh568"", ""cf_id"": 65, ""name"": ""Dan Hoffmann"", ""email"": ""dhoffmann@yandex.com""}",dh568,65,Dan Hoffmann,dhoffmann@yandex.com
"{""backer_id"": ""iv880"", ""cf_id"": 968, ""name"": ""Imelda Vallee"", ""email"": ""ivallee@gmail.com""}",iv880,968,Imelda Vallee,ivallee@gmail.com
"{""backer_id"": ""gl219"", ""cf_id"": 1572, ""name"": ""Giancarlo Lindsey"", ""email"": ""glindsey@protonmail.com""}",gl219,1572,Giancarlo Lindsey,glindsey@protonmail.com
"{""backer_id"": ""kb890"", ""cf_id"": 1572, ""name"": ""Kris Brennan"", ""email"": ""kbrennan@protonmail.com""}",kb890,1572,Kris Brennan,kbrennan@protonmail.com
"{""backer_id"": ""jf901"", ""cf_id"": 65, ""name"": ""Johnnie Fux"", ""email"": ""jfux@gmail.com""}",jf901,65,Johnnie Fux,jfux@gmail.com
"{""backer_id"": ""ja340"", ""cf_id"": 1114, ""name"": ""Janeth Adam"", ""email"": ""jadam@protonmail.com""}",ja340,1114,Janeth Adam,jadam@protonmail.com
"{""backer_id"": ""ar906"", ""cf_id"": 65, ""name"": ""Agata Rosa"", ""email"": ""arosa@yahoo.com""}",ar906,65,Agata Rosa,arosa@yahoo.com
"{""backer_id"": ""dc579"", ""cf_id"": 65, ""name"": ""Dennise Cabrera"", ""email"": ""dcabrera@live.com""}",dc579,65,Dennise Cabrera,dcabrera@live.com
"{""backer_id"": ""gg660"", ""cf_id"": 65, ""name"": ""Garret Geier"", ""email"": ""ggeier@yahoo.com""}",gg660,65,Garret Geier,ggeier@yahoo.com
"{""backer_id"": ""db112"", ""cf_id"": 65, ""name"": ""Delia Beguin"", ""email"": ""dbeguin@yandex.com""}",db112,65,Delia Beguin,dbeguin@yandex.com
"{""backer_id"": ""ld487"", ""cf_id"": 65, ""name"": ""Louanne Damiani"", ""email"": ""ldamiani@outlook.com""}",ld487,65,Louanne Damiani,ldamiani@outlook.com
"{""backer_id"": ""bj475"", ""cf_id"": 1572, ""name"": ""Bronze Jenkins"", ""email"": ""bjenkins@protonmail.com""}",bj475,1572,Bronze Jenkins,bjenkins@protonmail.com
"{""backer_id"": ""mc838"", ""cf_id"": 65, ""name"": ""Mila Coffey"", ""email"": ""mcoffey@protonmail.com""}",mc838,65,Mila Coffey,mcoffey@protonmail.com
"{""backer_id"": ""he768"", ""cf_id"": 65, ""name"": ""Hank Essert"", ""email"": ""hessert@gmail.com""}",he768,65,Hank Essert,hessert@gmail.com
"{""backer_id"": ""pm973"", ""cf_id"": 65, ""name"": ""Paulina Marais"", ""email"": ""pmarais@protonmail.com""}",pm973,65,Paulina Marais,pmarais@protonmail.com
"{""backer_id"": ""bf986"", ""cf_id"": 65, ""name"": ""Beatrice Fulco"", ""email"": ""bfulco@gmail.com""}",bf986,65,Beatrice Fulco,bfulco@gmail.com
"{""backer_id"": ""sb322"", ""cf_id"": 65, ""name"": ""Sudie Burgess"", ""email"": ""sburgess@yandex.com""}",sb322,65,Sudie Burgess,sburgess@yandex.com
"{""backer_id"": ""ps571"", ""cf_id"": 563, ""name"": ""Prince Suarez"", ""email"": ""psuarez@yahoo.com""}",ps571,563,Prince Suarez,psuarez@yahoo.com
"{""backer_id"": ""mb333"", ""cf_id"": 1572, ""name"": ""Mitzi Biermann"", ""email"": ""mbiermann@gmail.com""}",mb333,1572,Mitzi Biermann,mbiermann@gmail.com
"{""backer_id"": ""ab290"", ""cf_id"": 1572, ""name"": ""Aminata Bru"", ""email"": ""abru@yahoo.com""}",ab290,1572,Aminata Bru,abru@yahoo.com
"{""backer_id"": ""jm190"", ""cf_id"": 968, ""name"": ""Jina Magrino"", ""email"": ""jmagrino@live.com""}",jm190,968,Jina Magrino,jmagrino@live.com
"{""backer_id"": ""rg933"", ""cf_id"": 65, ""name"": ""Rosena Gould"", ""email"": ""rgould@gmail.com""}",rg933,65,Rosena Gould,rgould@gmail.com
"{""backer_id"": ""ik787"", ""cf_id"": 1572, ""name"": ""Issac Kline"", ""email"": ""ikline@live.com""}",ik787,1572,Issac Kline,ikline@live.com
"{""backer_id"": ""rl982"", ""cf_id"": 65, ""name"": ""Roderica Lehmann"", ""email"": ""rlehmann@gmail.com""}",rl982,65,Roderica Lehmann,rlehmann@gmail.com
"{""backer_id"": ""ac179"", ""cf_id"": 65, ""name"": ""Ariah Comte"", ""email"": ""acomte@yandex.com""}",ac179,65,Ariah Comte,acomte@yandex.com
"{""backer_id"": ""eg193"", ""cf_id"": 238, ""name"": ""Ellis Gamble"", ""email"": ""egamble@yahoo.com""}",eg193,238,Ellis Gamble,egamble@yahoo.com
"{""backer_id"": ""fl258"", ""cf_id"": 65, ""name"": ""Friedrich Lott"", ""email"": ""flott@yandex.com""}",fl258,65,Friedrich Lott,flott@yandex.com
"{""backer_id"": ""mb203"", ""cf_id"": 1114, ""name"": ""Marilou Beutel"", ""email"": ""mbeutel@gmail.com""}",mb203,1114,Marilou Beutel,mbeutel@gmail.com
"{""backer_id"": ""en399"", ""cf_id"": 65, ""name"": ""Elene Navarro"", ""email"": ""enavarro@yahoo.com""}",en399,65,Elene Navarro,enavarro@yahoo.com
"{""backer_id"": ""mr756"", ""cf_id"": 968, ""name"": ""Mac Raffin"", ""email"": ""mraffin@yahoo.com""}",mr756,968,Mac Raffin,mraffin@yahoo.com
"{""backer_id"": ""sc271"", ""cf_id"": 563, ""name"": ""Shona Carr"", ""email"": ""scarr@outlook.com""}",sc271,563,Shona Carr,scarr@outlook.com
"{""backer_id"": ""xg684"", ""cf_id"": 1572, ""name"": ""Ximena Guy"", ""email"": ""xguy@protonmail.com""}",xg684,1572,Ximena Guy,xguy@protonmail.com
